K_cover;solving time
24;0,001000
23;0,001000
22;0,000000
21;0,001000
20;0,001000
19;0,001000
18;0,000000
17;0,001000
16;0,011000
15;522,616000
14;481,417000
13;438,429000
12;401,058000
11;302,664000
10;213,021000
9;135,466000
8;76,622000
7;35,005000
6;13,369000
5;4,346000
4;1,130000
3;0,228000
2;0,034000
1;0,003000
