K_cover;solving time
19;0,000000
18;0,000000
17;0,000000
16;0,000000
15;0,000000
14;0,001000
13;0,000000
12;0,000000
11;0,001000
10;11,076000
9;8,682000
8;6,185000
7;3,932000
6;2,037000
5;0,844000
4;0,295000
3;0,078000
2;0,015000
1;0,002000
