N\c;0.1;0.2;0.3;0.4;0.5;0.6;0.7;0.8;0.9;;;Обнуленные
15;197,112676;1624,823529;1664,144578;15486,6;6449,25;11466,15385;7509,692308;6508;4674,714286;;;
20;568,93138;531773,25;24543,66058;65942,81373;56435,38044;288468,0556;254,06376;23819,56818;157225,95;;;
25;269580,4181;33201,89591;21511,59611;46077,60071;233864,7762;7982978,095;4193718,625;4376583,391;309724,6523;;;
30;0;14,751728;43,066298;3037535,339;8500379,857;18758951,35;8974495,676;7741045,393;6057069,6;;;83648673,74
35;24051,87075;144776,9521;8318085,32;314,730351;24993439,6;17127682,9;6803,543507;8931178;5686895;;;
40;0;7041,19225;38952556,73;6236957,726;298,20982;47849,50383;13081544,72;2445,234654;4974342,947;;;280484391,9
