K_cover;solving time
19;0,001000
18;0,001000
17;0,001000
16;0,001000
15;0,001000
14;0,001000
13;0,000000
12;0,001000
11;0,289000
10;9,295000
9;7,261000
8;5,321000
7;3,231000
6;1,661000
5;0,716000
4;0,244000
3;0,065000
2;0,013000
1;0,001000
