K_cover;solving time
24;0,000000
23;0,000000
22;0,000000
21;0,001000
20;0,000000
19;0,000000
18;0,001000
17;0,000000
16;0,000000
15;0,000000
14;0,019000
13;0,133000
12;316,784000
11;244,151000
10;170,030000
9;107,839000
8;58,959000
7;26,927000
6;11,026000
5;3,398000
4;0,895000
3;0,179000
2;0,026000
1;0,003000
