K_cover;solving time
24;0,001000
23;0,001000
22;0,000000
21;0,001000
20;0,000000
19;0,000000
18;0,001000
17;0,000000
16;0,000000
15;0,000000
14;0,000000
13;0,000000
12;0,000000
11;0,000000
10;0,000000
9;0,000000
8;45,726000
7;21,087000
6;8,390000
5;2,678000
4;0,670000
3;0,134000
2;0,020000
1;0,002000
