K_cover;solving time
19;0,000000
18;0,001000
17;0,000000
16;0,000000
15;0,000000
14;0,000000
13;0,000000
12;0,000000
11;0,000000
10;0,000000
9;0,000000
8;0,000000
7;0,000000
6;0,042000
5;0,273000
4;0,089000
3;0,023000
2;0,004000
1;0,000000
