K_cover;solving time
24;0,000000
23;0,001000
22;0,001000
21;0,001000
20;0,001000
19;0,000000
18;0,000000
17;0,000000
16;0,001000
15;0,000000
14;0,000000
13;0,001000
12;0,001000
11;0,000000
10;0,000000
9;0,000000
8;33,703000
7;15,314000
6;6,131000
5;1,950000
4;0,501000
3;0,099000
2;0,014000
1;0,001000
