K_cover;solving time
24;0,002000
23;0,003000
22;0,003000
21;0,003000
20;0,008000
19;1584,808000
18;1597,123000
17;1603,707000
16;1577,980000
15;1521,443000
14;1422,670000
13;1330,779000
12;1181,549000
11;924,311000
10;656,756000
9;480,072000
8;237,080000
7;111,866000
6;43,838000
5;14,718000
4;3,913000
3;0,779000
2;0,112000
1;0,011000
